sensor-left,sensor-front,sensor-right,direction
sensor-left,sensor-front,sensor-right,direction
16.90759,0,5.436147,35.39398
16.90759,0,5.436147,35.39398
16.79131,0,5.596831,34.66528
16.64852,0,5.791884,33.94458
16.51727,0,5.995535,33.23093
16.35376,0,6.210866,32.52341
16.20286,0,6.459846,31.82111
16.02278,0,6.698829,31.12323
15.85029,0,6.992626,30.42892
15.85029,0,6.992626,30.42892
15.65503,0,7.278862,29.73657
15.4603,0,7.596385,29.04578
15.25004,0,7.93258,28.3562
15.03249,0,8.265174,27.66763
14.80751,0,8.615149,26.97977
14.56664,0,8.953488,26.29242
14.56664,0,8.953488,26.29242
14.32733,0,9.280431,25.60474
14.06259,0,9.596354,24.91751
13.80958,0,9.901555,24.23068
13.52055,0,10.19632,23.54437
13.24423,0,10.48093,22.85867
12.94098,0,10.75566,22.17383
12.94098,0,10.75566,22.17383
12.64019,0,11.02072,21.48944
12.31049,0,11.27642,20.80652
11.9596,0,11.52307,20.12595
11.6221,0,11.76093,19.448
11.29765,0,11.99022,18.77304
11.29765,0,11.99022,18.77304
10.98596,0,12.21118,18.1015
10.68673,0,12.42408,17.4343
10.39966,0,12.62916,16.77197
10.12446,0,12.82663,16.11517
9.860847,0,13.01673,15.46463
9.608503,0,13.19966,14.82098
9.608503,0,13.19966,14.82098
9.367146,0,13.37563,14.18472
9.136485,0,13.54483,13.55655
8.916231,0,13.70743,12.93701
8.7061,0,13.86362,12.32663
8.505808,0,14.01356,11.72592
8.505808,0,14.01356,11.72592
8.315077,0,14.1574,11.13538
8.133634,0,14.2953,10.55545
7.961206,0,14.42739,9.986572
7.797531,0,14.55381,9.429199
7.642341,0,14.67469,8.883728
7.495379,0,14.79015,8.350464
7.495379,0,14.79015,8.350464
7.35639,0,14.90033,7.829834
7.225127,0,15.00533,7.322083
7.101333,0,15.10526,6.827545
6.984772,0,15.20023,6.346466
6.875196,0,15.29037,5.87915
6.875196,0,15.29037,5.87915
6.772372,0,15.37577,5.425934
6.67606,0,15.45654,4.986938
6.586026,0,15.53279,4.562408
6.502045,0,15.60463,4.152466
6.423908,0,15.67213,3.757263
6.351392,0,15.7354,3.376892
6.351392,0,15.7354,3.376892
6.284306,0,15.79452,3.011475
6.222432,0,15.84959,2.661041
6.165796,0,15.90049,2.325684
6.113997,0,15.94752,2.005188
6.066747,0,15.99086,1.700073
6.066747,0,15.99086,1.700073
6.023781,0,16.03069,1.4104
5.98487,0,16.06714,1.136108
5.949804,0,16.10034,0.8771057
5.91837,0,16.13042,0.6334839
5.890357,0,16.1575,0.4052734
5.865564,0,16.18174,0.1923828
5.865564,0,16.18174,0.1923828
5.843785,0,16.20326,0.005083564
5.82298,0,16.22405,0.1870743
5.804882,0,16.24231,0.3538203
5.789295,0,16.25819,0.5055677
5.77603,0,16.27183,0.6425807
5.7649,0,16.28338,0.7651448
5.7649,0,16.28338,0.7651448
5.755723,0,16.29299,0.8735715
5.748322,0,16.30082,0.9681964
5.742523,0,16.30699,1.04937
5.738161,0,16.31167,1.117456
5.735072,0,16.315,1.172835
5.733099,0,16.31714,1.215904
5.733099,0,16.31714,1.215904
5.732094,0,16.31821,1.247159
5.731911,0,16.31837,1.267006
5.732409,0,16.31776,1.275863
5.733454,0,16.31651,1.274166
5.734915,0,16.31474,1.26237
5.734915,0,16.31474,1.26237
5.736676,0,16.31261,1.241085
5.738617,0,16.31021,1.210734
5.74063,0,16.30769,1.171767
5.742605,0,16.30514,1.124655
5.744445,0,16.3027,1.069891
5.746055,0,16.30045,1.00798
5.746055,0,16.30045,1.00798
5.747352,0,16.29849,0.9396344
5.748255,0,16.29693,0.8652678
5.748686,0,16.29585,0.7853402
5.748578,0,16.29533,0.7003415
5.747859,0,16.29544,0.6107785
5.747859,0,16.29544,0.6107785
5.746483,0,16.29625,0.5173942
5.744393,0,16.29782,0.4205739
5.741542,0,16.30022,0.3207649
5.737887,0,16.30348,0.2184484
5.733392,0,16.30765,0.11413
5.728026,0,16.31276,0.008324089
5.728026,0,16.31276,0.008324089
5.721769,0,16.31884,0.09820557
5.715629,0,16.32487,0.2051392
5.708525,0,16.33195,0.3120422
5.700445,0,16.34008,0.4185486
5.691391,0,16.34926,0.5241394
5.691391,0,16.34926,0.5241394
5.68137,0,16.35948,0.6281433
5.670389,0,16.37071,0.7302551
5.658462,0,16.38296,0.8301392
5.645606,0,16.39619,0.9274292
5.631849,0,16.41036,1.021698
5.631849,0,16.41036,1.021698
5.617221,0,16.42544,1.112335
5.601752,0,16.44138,1.199036
5.585476,0,16.45815,1.281525
5.568437,0,16.47569,1.359497
5.550683,0,16.49393,1.432617
5.532268,0,16.51283,1.50058
5.532268,0,16.51283,1.50058
5.513247,0,16.5323,1.562775
5.493667,0,16.5523,1.618988
5.473588,0,16.57275,1.669006
5.453077,0,16.59357,1.712616
5.432209,0,16.61469,1.749634
5.432209,0,16.61469,1.749634
5.411061,0,16.63602,1.779602
5.389693,0,16.65749,1.802307
5.368185,0,16.67901,1.817596
5.346622,0,16.7005,1.825409
5.325091,0,16.72187,1.825623
5.303679,0,16.74302,1.818054
5.303679,0,16.74302,1.818054
5.282475,0,16.76388,1.802429
5.261555,0,16.78435,1.778564
5.24101,0,16.80436,1.746368
5.220938,0,16.8238,1.705902
5.201438,0,16.8426,1.657104
5.201438,0,16.8426,1.657104
5.182606,0,16.86066,1.599854
5.164531,0,16.87789,1.533997
5.147309,0,16.89422,1.459564
5.131043,0,16.90955,1.376648
5.115833,0,16.92381,1.285339
5.101779,0,16.9369,1.185669
5.088975,0,16.94874,1.077698
5.088975,0,16.94874,1.077698
5.077521,0,16.95926,0.9613953
5.067507,0,16.9684,0.8366394
5.059031,0,16.97605,0.7034912
5.052194,0,16.98216,0.5621338
5.047093,0,16.98665,0.4126892
5.043822,0,16.98945,0.2553711
5.042471,0,16.99048,0.09036255
5.043132,0,16.9897,0.08220419
5.043132,0,16.9897,0.08220419
5.044257,0,16.98867,0.2623404
5.047651,0,16.98562,0.4501001
5.053405,0,16.98047,0.6453854
5.06161,0,16.97318,0.8480033
5.072349,0,16.96368,1.057723
5.072349,0,16.96368,1.057723
5.085702,0,16.95192,1.274323
5.101756,0,16.93784,1.497739
5.120583,0,16.9214,1.727637
5.142245,0,16.90257,1.96376
5.166812,0,16.88129,2.205905
5.194352,0,16.85754,2.453894
5.194352,0,16.85754,2.453894
5.224938,0,16.83125,2.707624
5.258704,0,16.80235,2.967337
5.295749,0,16.77075,3.233001
5.336167,0,16.73639,3.504486
5.38005,0,16.69921,3.781602
5.38005,0,16.69921,3.781602
5.427484,0,16.65916,4.064247
5.478551,0,16.61617,4.352104
5.533331,0,16.57017,4.644999
5.591908,0,16.52114,4.942775
5.654361,0,16.469,5.245302
5.720771,0,16.4137,5.552481
5.720771,0,16.4137,5.552481
5.791232,0,16.35519,5.864529
5.865817,0,16.29342,6.181073
5.94462,0,16.22832,6.502105
6.027723,0,16.15984,6.827664
6.11522,0,16.08793,7.157822
6.20721,0,16.01253,7.492698
6.20721,0,16.01253,7.492698
6.303813,0,15.93359,7.833022
6.405146,0,15.85105,8.178943
6.511329,0,15.76485,8.530643
6.622489,0,15.67491,8.888357
6.738761,0,15.58117,9.252375
6.860294,0,15.48356,9.623047
6.860294,0,15.48356,9.623047
6.98727,0,15.38203,10.0015
7.119832,0,15.27647,10.38719
7.258114,0,15.16678,10.77965
7.402287,0,15.05289,11.17932
7.55253,0,14.93471,11.58661
7.55253,0,14.93471,11.58661
7.708991,0,14.8122,12.00171
7.871749,0,14.6853,12.42397
8.040818,0,14.55408,12.85342
8.216278,0,14.41856,13.29029
8.398234,0,14.27875,13.73481
8.398234,0,14.27875,13.73481
8.586938,0,14.13462,14.1882
8.782705,0,13.98594,14.65036
8.985727,0,13.83267,15.12163
9.196239,0,13.67474,15.60232
9.414503,0,13.51204,16.09282
9.414503,0,13.51204,16.09282
9.640861,0,13.34451,16.5942
9.87573,0,13.17188,17.10635
10.11937,0,12.99407,17.62945
10.37211,0,12.81096,18.16373
10.6343,0,12.62242,18.70948
10.90639,0,12.42827,19.26701
10.90639,0,12.42827,19.26701
11.18887,0,12.22832,19.83719
11.48249,0,12.02218,20.42064
11.78789,0,11.80951,21.01757
12.07879,0,11.59,21.62791
12.33087,0,11.36338,22.2514
12.33087,0,11.36338,22.2514
12.57805,0,11.12932,22.88782
12.82658,0,10.88742,23.53686
13.07155,0,10.63725,24.19791
13.31703,0,10.37841,24.87019
13.55002,0,10.11046,25.55274
13.55002,0,10.11046,25.55274
13.78908,0,9.83293,26.24397
14.01539,0,9.545362,26.9427
14.24373,0,9.247295,27.64779
14.46624,0,8.960278,28.35815
14.68259,0,8.689604,29.07267
14.90082,0,8.408267,29.79023
14.90082,0,8.408267,29.79023
15.10385,0,8.153155,30.50943
15.31025,0,7.890246,31.22953
15.50544,0,7.635493,31.94943
15.69627,0,7.391571,32.66805
15.88503,0,7.139458,33.38428
15.88503,0,7.139458,33.38428
16.0588,0,6.915421,34.09707
16.23399,0,6.681165,34.8058
16.39535,0,6.465466,35.50935
16.55118,0,6.252696,36.20663
16.70329,0,6.045736,36.89714
16.70329,0,6.045736,36.89714
16.83829,0,5.85598,37.57926
16.97307,0,5.660627,38.25248
17.0927,0,5.495707,38.91637
17.20465,0,5.321838,39.56985
17.31185,0,5.176879,40.21257
17.40097,0,5.030478,40.84333
17.40097,0,5.030478,40.84333
17.48509,0,4.904903,41.46117
17.55901,0,4.788136,42.06588
17.61693,0,4.685036,42.65647
17.66977,0,4.600306,43.23269
17.70901,0,4.522853,43.79362
17.70901,0,4.522853,43.79362
17.73455,0,4.472665,44.33842
17.75515,0,4.423761,44.86702
17.75734,0,4.410477,45.37871
17.75028,0,4.393032,45.8728
17.7368,0,4.419225,46.34871
17.7368,0,4.419225,46.34871
17.70193,0,4.439806,46.80551
17.6628,0,4.504789,47.24329
17.60904,0,4.568112,47.66168
17.54215,0,4.673982,48.06038
17.47064,0,4.783205,48.43915
17.37602,0,4.934345,48.79778
17.37602,0,4.934345,48.79778
17.27828,0,5.092881,49.13583
17.16369,0,5.294438,49.45326
17.03869,0,5.506247,49.75007
16.90454,0,5.741375,50.0263
16.75249,0,5.981285,50.28201
16.75249,0,5.981285,50.28201
16.59812,0,6.218153,50.51714
16.41921,0,6.452276,50.73183
16.2392,0,6.683939,50.92627
16.03828,0,6.91338,51.10075
15.82631,0,7.140822,51.25557
15.58507,0,7.366457,51.39103
15.58507,0,7.366457,51.39103
15.3477,0,7.590541,51.50731
15.11374,0,7.813447,51.60453
14.88285,0,8.035456,51.68303
14.65471,0,8.25679,51.74326
14.42905,0,8.477645,51.78566
14.42905,0,8.477645,51.78566
14.20558,0,8.69824,51.81062
13.98394,0,8.918919,51.81837
13.7638,0,9.139947,51.80937
13.54493,0,9.3615,51.78415
13.32708,0,9.583769,51.74326
13.11003,0,9.806942,51.68724
12.89353,0,10.03123,51.6166
12.89353,0,10.03123,51.6166
12.67734,0,10.25683,51.53188
12.46115,0,10.48405,51.43342
12.2447,0,10.71312,51.32167
12.02778,0,10.94423,51.1972
11.8102,0,11.17754,51.06062
11.8102,0,11.17754,51.06062
11.5918,0,11.41316,50.91264
11.3723,0,11.65138,50.75364
11.15151,0,11.89237,50.58411
10.92924,0,12.13627,50.40466
10.70539,0,12.38318,50.21592
10.70539,0,12.38318,50.21592
10.4798,0,12.63318,50.01864
10.25223,0,12.88653,49.81319
10.02249,0,13.1434,49.60004
9.790452,0,13.40387,49.37978
9.556027,0,13.66801,49.15302
9.319127,0,13.93586,48.92036
9.319127,0,13.93586,48.92036
9.079647,0,14.20747,48.6825
8.83733,0,14.48308,48.43979
8.592015,0,14.76283,48.19263
8.343619,0,15.04675,47.94157
8.092058,0,15.33489,47.68716
8.092058,0,15.33489,47.68716
7.837291,0,15.6272,47.43007
7.579122,0,15.92388,47.17056
7.317606,0,16.2062,46.90926
7.052728,0,16.40785,46.64673
6.784478,0,16.61306,46.38348
6.512819,0,16.82613,46.11997
6.512819,0,16.82613,46.11997
6.237663,0,17.04815,45.85673
5.958779,0,17.27059,45.59393
5.676233,0,17.49509,45.33203
5.390047,0,17.70835,45.07142
5.100186,0,17.91638,44.81248
5.100186,0,17.91638,44.81248
4.891702,0,18.11142,44.55548
4.695768,0,18.28645,44.30062
4.500667,0,18.45392,44.04814
4.304124,0,18.58261,43.79827
4.127027,0,18.70129,43.55123
4.127027,0,18.70129,43.55123
3.955909,0,18.78863,43.30708
3.828531,0,18.8541,43.06604
3.709084,0,18.89658,42.82822
3.65789,0,18.91002,42.59374
3.610765,0,18.90622,42.36271
3.643933,0,18.87331,42.13521
3.643933,0,18.87331,42.13521
3.679172,0,18.8239,41.91115
3.785025,0,18.7532,41.69057
3.902096,0,18.66015,41.4735
4.051552,0,18.56123,41.25998
4.229537,0,18.42761,41.05001
4.229537,0,18.42761,41.05001
4.434252,0,18.29707,40.84352
4.659276,0,18.13953,40.64052
4.898007,0,17.97212,40.44104
5.134036,0,17.80774,40.2451
5.367352,0,17.60801,40.05271
5.367352,0,17.60801,40.05271
5.597963,0,17.41092,39.86374
5.826036,0,17.21602,39.6782
6.051648,0,16.98999,39.49609
6.274827,0,16.767,39.31743
6.49558,0,16.547,39.14223
6.713935,0,16.3132,38.97046
6.713935,0,16.3132,38.97046
6.92993,0,16.07762,38.80207
7.143698,0,15.8449,38.63712
7.35532,0,15.61493,38.4756
7.564785,0,15.38772,38.31758
7.77209,0,15.16326,38.16309
7.977251,0,14.94154,38.01218
7.977251,0,14.94154,38.01218
8.180301,0,14.72249,37.86489
8.381417,0,14.50596,37.72128
8.580639,0,14.29186,37.58139
8.777995,0,14.08019,37.44529
8.973483,0,13.87094,37.31308
8.973483,0,13.87094,37.31308
9.167142,0,13.66407,37.18489
9.359141,0,13.4594,37.0608
9.549543,0,13.25687,36.9409
9.738358,0,13.05647,36.82529
9.925611,0,12.85818,36.71409
9.925611,0,12.85818,36.71409
10.11135,0,12.66195,36.60755
10.29578,0,12.46759,36.50579
10.47893,0,12.27506,36.40892
10.66086,0,12.0843,36.31706
10.84158,0,11.8953,36.23039
11.19968,0,11.52233,36.07291
11.37722,0,11.33818,36.0023
11.55337,0,11.15598,35.93727
11.72848,0,10.97541,35.87834
11.90284,0,10.79621,35.82587
12.07668,0,10.61819,35.78018
12.2502,0,10.44114,35.74161
12.42354,0,10.26496,35.71043
12.42354,0,10.26496,35.71043
12.59685,0,10.08955,35.68724
12.7703,0,9.914738,35.67223
12.944,0,9.740432,35.6656
13.11804,0,9.56658,35.66758
13.29249,0,9.393102,35.67838
13.46744,0,9.21997,35.6983
13.64298,0,9.047096,35.72768
13.81929,0,8.874367,35.76689
13.99652,0,8.701672,35.81636
13.99652,0,8.701672,35.81636
14.17487,0,8.528909,35.87703
14.35467,0,8.355798,35.94933
14.53611,0,8.182216,36.0336
14.71936,0,8.008019,36.13015
14.9046,0,7.833129,36.23939
15.09203,0,7.657391,36.36178
15.09203,0,7.657391,36.36178
15.28193,0,7.480696,36.49846
15.47469,0,7.302734,36.64999
15.67059,0,7.123327,36.81676
15.86987,0,6.942345,36.9992
16.07283,0,6.759603,37.1978
16.27978,0,6.574932,37.41316
16.49106,0,6.388138,37.64593
16.49106,0,6.388138,37.64593
16.69917,0,6.199018,37.89788
16.91203,0,6.007133,38.17001
17.11824,0,5.812171,38.46299
17.3136,0,5.613828,38.77743
17.51469,0,5.41182,39.11395
17.69303,0,5.205823,39.47316
17.87856,0,4.995442,39.85567
18.04918,0,4.780292,40.26196
18.21904,0,4.576328,40.69246
18.3808,0,4.372925,41.14738
18.53557,0,4.163728,41.62678
18.68639,0,3.964093,42.13064
18.82657,0,3.798406,42.65884
18.96445,0,3.626198,43.21112
19.0906,0,3.44708,43.78717
19.21355,0,3.314279,44.38652
19.32625,0,3.177262,45.0087
19.32625,0,3.177262,45.0087
19.43249,0,3.032697,45.65339
19.5325,0,2.921344,46.31973
19.62046,0,2.817665,47.00689
19.70851,0,2.705864,47.71395
19.77682,0,2.619854,48.44001
19.84794,0,2.547554,49.18409
19.95076,0,2.409117,50.72254
19.99427,0,2.366072,51.51463
20.02147,0,2.313943,52.32036
20.04855,0,2.287074,53.13864
20.06091,0,2.270921,53.9683
20.06522,0,2.245344,54.80816
20.06819,0,2.25014,55.65709
20.06819,0,2.25014,55.65709
20.05217,0,2.258383,56.51409
20.03115,0,2.256903,57.37788
20.00657,0,2.293209,58.24736
19.96732,0,2.323231,59.12143
19.93227,0,2.350895,59.99892
19.93227,0,2.350895,59.99892
19.8741,0,2.410078,60.87904
19.82134,0,2.459218,61.7606
19.75371,0,2.51789,62.64271
19.68308,0,2.593668,63.52448
19.6086,0,2.659316,64.40488
19.6086,0,2.659316,64.40488
19.52142,0,2.746769,65.28348
19.4391,0,2.836653,66.15923
19.33876,0,2.91833,67.03151
19.24157,0,3.030174,67.89941
19.13757,0,3.131816,68.76233
19.02697,0,3.239582,69.61974
19.02697,0,3.239582,69.61974
18.92019,0,3.360976,70.47176
18.79756,0,3.472329,71.31767
18.68013,0,3.603679,72.15663
18.55546,0,3.732759,72.98805
18.42777,0,3.859316,73.81156
18.30286,0,4.004226,74.62703
18.16617,0,4.139189,75.43449
18.03491,0,4.30968,76.23409
17.8968,0,4.494595,77.02596
17.75776,0,4.669389,77.81031
17.6209,0,4.834299,78.58741
17.6209,0,4.834299,78.58741
17.47484,0,4.989446,79.35828
17.32482,0,5.135123,80.12264
17.13838,0,5.271445,80.88078
16.96561,0,5.398557,81.63316
16.80623,0,5.516558,82.38042
16.65996,0,5.6256,83.12334
16.52655,0,5.72577,83.86283
16.40577,0,5.817191,84.59993
16.29742,0,5.899967,85.33574
16.29742,0,5.899967,85.33574
16.20139,0,5.974088,86.07276
16.1176,0,6.03963,86.81193
16.046,0,6.096649,87.55412
15.98663,0,6.145107,88.30017
15.93954,0,6.185024,89.05103
15.93954,0,6.185024,89.05103
15.90486,0,6.216313,89.80922
15.88273,0,6.238963,90.57566
15.87333,0,6.252914,91.35114
15.87691,0,6.25809,92.13647
15.89371,0,6.254424,92.93256
15.89371,0,6.254424,92.93256
15.92409,0,6.241812,93.74194
15.96845,0,6.220109,94.56544
16.02724,0,6.189168,95.40387
16.10091,0,6.148844,96.25786
16.18997,0,6.098973,97.12807
16.29499,0,6.039384,98.01524
16.41656,0,5.969888,98.92022
16.55544,0,5.890207,99.8438
16.55544,0,5.890207,99.8438
16.71248,0,5.800082,100.7881
16.88849,0,5.699199,101.7529
17.08117,0,5.587266,102.7382
17.27607,0,5.463894,103.7439
17.46537,0,5.328718,104.7702
17.65048,0,5.181293,105.8169
17.65048,0,5.181293,105.8169
17.8103,0,5.021176,106.8851
17.97054,0,4.847846,107.974
18.11782,0,4.660711,109.083
18.24863,0,4.459124,110.2114
18.37879,0,4.264595,111.3588
18.49198,0,4.064426,112.5244
18.59327,0,3.890097,113.7078
18.59327,0,3.890097,113.7078
18.69336,0,3.726484,114.9089
18.77611,0,3.581663,116.1267
18.84822,0,3.451832,117.3601
18.9188,0,3.33461,118.608
18.97458,0,3.236249,119.8694
19.01817,0,3.144976,121.1431
19.06018,0,3.076128,122.4281
19.09159,0,3.009385,123.7232
19.1074,0,2.968604,125.0272
19.12163,0,2.925333,126.339
19.13071,0,2.911537,127.6566
19.11934,0,2.89098,128.9789
19.09181,0,2.90535,131.6342
19.05567,0,2.944347,132.9641
19.01583,0,2.968632,134.2935
18.97377,0,3.034151,135.6212
18.91695,0,3.08526,136.9453
18.84913,0,3.174354,138.2645
18.77924,0,3.253131,139.5777
18.7006,0,3.366986,140.8832
18.60425,0,3.474872,142.1799
18.50593,0,3.614992,143.4666
18.50593,0,3.614992,143.4666
18.40316,0,3.753748,144.7425
18.27757,0,3.921888,146.0058
18.15033,0,4.093739,147.2557
18.02045,0,4.291834,148.4908
17.86526,0,4.49931,149.71
17.70903,0,4.729429,150.9122
17.54871,0,4.975425,152.0966
17.54871,0,4.975425,152.0966
17.36419,0,5.266524,153.262
17.17983,0,5.611079,154.4076
16.98559,0,5.938797,155.5325
16.7731,0,6.250679,156.6358
16.56254,0,6.547664,157.7166
16.56254,0,6.547664,157.7166
16.33108,0,6.830555,158.7742
16.09343,0,7.100148,159.8078
15.85259,0,7.357049,160.8165
15.58862,0,7.601879,161.7996
15.33062,0,7.835221,162.7563
15.04816,0,8.057489,163.686
14.76616,0,8.269177,164.588
14.47009,0,8.470764,165.4616
14.47009,0,8.470764,165.4616
14.19246,0,8.662766,166.3064
13.45918,0,9.185397,168.672
13.24496,0,9.342919,169.4038
13.04525,0,9.492106,170.1031
12.85906,0,9.633378,170.7704
