sensor-left,sensor-front,sensor-right,speed
sensor-left,sensor-front,sensor-right,speed
4.483683,28.17601,6.970107,22.31523
4.493455,27.3044,6.960343,22.31534
4.501539,26.42863,6.952266,22.31543
4.508123,25.54938,6.945683,22.31549
4.513372,24.66721,6.940423,22.31553
4.517432,23.78259,6.936353,22.31553
4.520427,22.89591,6.933352,22.31553
4.522466,22.00752,6.931314,22.31553
4.520165,21.16759,6.933902,22.31308
4.508972,20.42756,6.946097,22.30764
4.484103,19.83118,6.973945,22.29902
4.441655,19.31957,7.024115,22.2906
4.378809,18.93258,7.065153,22.28198
4.329566,18.7013,7.106416,22.27767
4.268431,18.6475,7.19113,22.27198
4.182909,18.58288,7.249211,22.2548
4.156441,18.68653,7.279841,22.23882
4.097039,18.88389,7.377004,22.22896
4.02391,19.12159,7.408526,22.2235
3.993303,19.42733,7.465551,22.21851
3.938065,19.65883,7.540955,22.20595
3.890187,19.8762,7.549191,22.17261
3.865934,20.00291,7.61496,22.0856
3.810031,20.17139,7.635356,21.95643
3.786786,20.25521,7.661821,21.79746
3.755358,20.42165,7.740292,21.62651
3.68744,20.66397,7.737375,21.45069
3.669518,21.03084,7.802814,21.25817
3.619442,21.57351,7.851861,21.0692
3.548117,22.3795,7.894193,20.87173
3.512339,23.58538,8.004081,20.67651
3.450981,54.10003,8.027867,20.50412
3.383533,0,8.120387,20.35133
3.348165,56.60793,8.206054,20.22511
3.276343,52.89292,8.26088,20.12027
3.206302,47.75494,8.367261,20.02436
3.160539,64.0274,8.397276,19.93193
3.075856,61.75988,8.429955,19.84126
3.040755,59.58968,8.493057,19.74857
2.996924,57.55822,8.360504,19.66986
2.950789,55.73299,8.268369,19.62259
2.958428,54.01047,8.220362,19.6101
2.937974,52.41269,8.216788,19.62818
2.982709,50.34434,8.238048,19.67783
3.028861,48.63094,8.292505,19.76785
3.077949,47.10238,8.357509,19.87929
3.143228,45.77808,8.327272,20.02597
3.197687,44.57001,8.265368,20.20699
3.246098,43.44587,8.209496,20.38817
3.266926,42.90002,8.184473,20.48113
3.305187,41.8067,8.138086,20.66934
3.341479,40.75916,8.094722,20.85531
3.376793,39.73686,8.053436,21.03871
3.410787,38.73036,8.014169,21.22054
3.44283,37.73666,7.977108,21.40163
3.472561,36.75512,7.94233,21.58242
3.500029,35.78496,7.909708,21.76298
3.525529,34.82453,7.878995,21.94318
3.557989,33.87146,7.849919,22.12281
3.589306,32.92323,7.822227,22.30171
3.618995,31.98223,7.795957,22.3152
3.647199,31.04903,7.770983,22.31555
3.674097,30.12236,7.747122,22.31557
3.699811,29.20118,7.724252,22.31559
3.724439,28.28469,7.702285,22.31563
3.748077,27.3722,7.68114,22.31567
3.770815,26.4631,7.660744,22.3157
3.792747,25.55697,7.64102,22.31571
3.813952,24.65338,7.621902,22.31572
3.834508,23.75205,7.603325,22.31571
3.854481,22.85266,7.585232,22.31571
3.873924,21.95496,7.567583,22.31571
3.892888,21.05875,7.550327,22.31571
3.914072,20.22176,7.531144,22.31456
3.941861,19.51142,7.506507,22.30931
3.95982,19.22213,7.491079,22.30247
4.008078,18.82027,7.451931,22.29297
4.083326,18.6985,7.393416,22.28835
4.197914,18.6745,7.309097,22.27362
4.356111,18.92539,7.203938,22.27515
4.538447,19.33623,7.074385,22.2751
4.734446,19.82671,6.924045,22.28626
4.988421,20.37542,6.754632,22.28756
5.232869,20.91255,6.563568,22.28142
5.440819,21.41961,6.386232,22.25268
5.721392,22.08834,6.181163,22.2232
5.980551,22.68927,5.945593,22.18496
6.254559,23.4276,5.724767,22.13027
6.607875,24.13943,5.501394,22.06887
6.866592,24.71547,5.234212,21.99714
7.194354,25.28907,4.95765,21.91252
7.490417,25.71646,4.685764,21.8204
7.718239,26.14521,4.384561,21.71758
7.951583,26.7578,4.148017,21.61777
8.083876,0,3.894254,21.51569
8.212304,0,3.657948,21.41442
8.33986,0,3.470217,21.30593
8.368852,0,3.33105,21.20278
8.374029,0,3.255927,21.10649
8.420794,0,3.130632,21.01246
8.33164,24.86119,3.076009,20.91809
8.232002,24.0284,2.988294,20.82491
8.204511,23.31484,2.981756,20.72368
8.204104,23.00496,2.975038,20.66821
8.230173,22.46853,2.959734,20.54279
8.259972,22.19703,3.006413,20.40161
8.331581,22.20131,3.020786,20.25475
8.403729,22.45101,3.088118,20.09756
8.326122,23.08131,3.139,19.94024
8.272819,24.06657,3.183422,19.81591
8.260065,25.44229,3.265117,19.71688
8.120428,28.06374,3.348754,19.59198
8.05965,30.41739,3.459469,19.49465
8.016334,33.58024,3.533837,19.37412
7.885787,36.56959,3.604368,19.23305
7.798488,39.0186,3.69108,19.11776
7.752197,41.01357,3.753733,19.02693
7.668451,42.54469,3.802741,18.94642
7.609672,43.67112,3.841578,18.87025
7.574378,44.33678,3.870111,18.79264
7.555928,44.77374,3.889708,18.71363
7.549824,44.96533,3.901075,18.65072
7.553144,45.00208,3.904687,18.61998
7.564095,44.82967,3.900878,18.6205
7.581501,44.48812,3.890008,18.65289
7.592344,44.28638,3.882064,18.67656
7.632307,43.94199,3.848945,18.82654
7.66085,43.32085,3.821599,18.95453
7.673574,42.94538,3.807616,19.02382
7.691048,41.59754,3.782421,19.18336
7.694904,40.3227,3.764957,19.33623
7.683623,38.77239,3.760454,19.47125
7.660831,36.85587,3.772015,19.63539
7.631688,34.95871,3.799831,19.81497
7.59883,32.98637,3.84282,20.00214
7.562676,31.17721,3.898929,20.19052
7.522554,29.46748,3.964843,20.3757
7.473251,27.88758,4.041717,20.57618
7.402735,26.52703,4.137009,20.76633
7.316315,25.33122,4.245874,20.95107
7.219704,24.23729,4.363547,21.13465
7.105564,23.11008,4.49644,21.32619
6.977292,21.99401,4.641328,21.50119
6.840557,20.90937,4.793197,21.67594
6.698015,19.85724,4.949453,21.85271
6.551387,18.88386,5.104389,22.02915
6.40278,18.03828,5.250576,22.19649
6.25607,17.35619,5.380493,22.29916
6.117863,16.86212,5.487656,22.29376
6.054319,16.68956,5.531538,22.28143
5.943653,16.34551,5.598634,22.27792
5.862487,16.16135,5.637239,22.27262
5.820142,16.17216,5.646925,22.26716
5.825611,16.25949,5.62871,22.26236
5.80755,16.45344,5.621423,22.25379
5.853869,16.81756,5.584759,22.2449
5.943556,17.2034,5.519974,22.23685
5.964076,17.70199,5.471111,22.23267
6.063808,18.2314,5.423528,22.19551
6.161351,18.84345,5.345434,22.1167
6.260833,19.59629,5.236545,22.02139
6.448022,20.21478,5.165976,21.92125
6.547661,20.88727,5.065369,21.81628
6.717341,21.42945,4.930053,21.71607
6.881446,21.83115,4.806827,21.62179
7.015378,22.15821,4.678596,21.50705
7.218295,22.54185,4.512058,21.36804
7.357194,22.94563,4.367325,21.24924
7.426474,23.17339,4.298443,21.19588
7.580976,23.62994,4.145955,21.09741
7.675935,24.19114,4.014308,20.9995
7.738677,24.68788,3.899739,20.90329
7.832252,0,3.750996,20.80573
7.883695,0,3.681301,20.70424
7.874221,0,3.59603,20.60678
7.883444,24.04893,3.555937,20.5123
7.893514,23.70821,3.548486,20.46614
7.884299,22.92769,3.516256,20.37476
7.836233,22.19741,3.546194,20.28497
7.805056,21.55831,3.579904,20.1955
7.793515,20.86927,3.647002,20.1083
7.732073,20.1805,3.751496,20.02238
7.641486,19.46198,3.858985,19.93795
7.565547,18.8196,4.041665,19.8445
7.4869,18.50363,4.211761,19.72617
7.324451,18.55427,4.433205,19.59282
7.14927,19.02388,4.648266,19.45091
6.989801,19.8463,4.838122,19.30416
6.917917,20.40772,4.94155,19.22988
6.694718,21.94247,5.134787,19.08996
6.377963,25.65505,5.366014,18.92676
6.293864,27.42277,5.429105,18.88133
6.131873,31.90705,5.541745,18.80206
5.961617,37.97474,5.640291,18.72629
5.821897,46.0188,5.729819,18.64978
5.706629,56.64133,5.811127,18.57243
5.611244,61.6131,5.883866,18.49486
5.532127,63.75866,5.948078,18.41721
5.497761,64.55688,5.977078,18.37841
5.437946,65.36477,6.02914,18.30093
5.388478,65.93629,6.073687,18.22371
5.347823,66.09295,6.111282,18.14683
5.314757,66.07037,6.142519,18.07035
5.288231,65.93945,6.168029,17.99431
5.26736,65.71664,6.188421,17.91874
5.251368,65.38136,6.204291,17.8605
5.239594,64.92706,6.216164,17.8359
5.231479,64.42497,6.224494,17.84353
5.228638,64.15855,6.227463,17.85492
5.225141,63.59717,6.231227,17.92285
5.224267,63.00318,6.232355,18.02216
5.225721,62.38137,6.231129,18.15286
5.22925,61.73543,6.227792,18.31291
5.234637,61.06769,6.222566,18.49704
5.241699,60.38135,6.215637,18.69013
5.250272,59.67932,6.207173,18.88287
5.260204,58.96276,6.197336,19.07489
5.271368,58.23185,6.186253,19.26613
5.28364,57.48677,6.174047,19.45658
5.296929,56.72804,6.160813,19.64624
5.311136,55.9564,6.146645,19.83514
5.326182,55.1727,6.131622,20.02326
5.342002,54.37782,6.11581,20.21062
5.358524,53.57246,6.099284,20.39721
5.3757,52.75719,6.082096,20.58303
5.393484,51.93242,6.06429,20.76809
5.411828,51.09847,6.045919,20.95238
5.430692,50.2556,6.027021,21.1359
5.440317,49.8309,6.017379,21.22738
5.459908,48.97505,5.997745,21.40977
5.479949,48.11081,5.977659,21.59141
5.500496,47.23831,5.957059,21.77229
5.521344,46.35777,5.936158,21.95243
5.542563,45.4693,5.914881,22.13182
5.56413,44.57304,5.893253,22.31047
5.585922,43.67403,5.871416,22.3152
5.607883,42.77989,5.84944,22.3155
5.629988,41.88554,5.827348,22.31552
5.652215,40.9911,5.805148,22.31552
5.67456,40.09655,5.782836,22.31553
5.696997,39.20181,5.760425,22.31555
5.708245,38.75434,5.749187,22.31555
5.730804,37.85925,5.726644,22.31557
5.753428,36.96391,5.70403,22.31557
5.776126,36.06837,5.681337,22.31557
5.798878,35.17266,5.65859,22.31557
5.821684,34.27686,5.635789,22.31557
5.84454,33.38098,5.61294,22.31556
5.867437,32.48502,5.590048,22.31556
5.890374,31.58902,5.567118,22.31556
5.913347,30.69295,5.544148,22.31556
5.936347,29.79682,5.521153,22.31556
5.959379,28.90065,5.498126,22.31556
5.982436,28.00443,5.475073,22.31556
6.00552,27.10818,5.451991,22.31556
6.028618,26.21191,5.428895,22.31557
6.040173,25.76375,5.417341,22.31556
6.063298,24.86743,5.394218,22.31557
6.086439,23.9711,5.371079,22.31556
6.109599,23.07474,5.347921,22.31556
6.132767,22.17837,5.324754,22.31557
6.159852,21.33393,5.298314,22.31347
6.196226,20.59622,5.264177,22.30813
6.247785,20.00607,5.218096,22.30094
6.321582,19.58749,5.156112,22.29283
6.414162,19.22564,5.07545,22.28391
6.480268,19.03236,4.97389,22.27824
6.589282,19.02688,4.888386,22.28932
6.731632,19.01687,4.788198,22.28938
6.770863,19.01237,4.668246,22.28098
6.8596,19.12243,4.612957,22.25
6.98478,19.25498,4.473219,22.20725
7.065666,19.53293,4.404723,22.15692
7.133164,19.63814,4.369691,22.119
7.223191,20.01283,4.27504,21.98821
7.320263,20.3718,4.172141,21.81988
7.477664,20.88138,4.096409,21.61716
7.548959,21.38697,3.997763,21.42
7.701952,22.25214,3.889457,21.24071
7.820745,0,3.806781,21.09756
7.96826,0,3.683656,20.98051
8.1253,0,3.547173,20.87357
8.20207,0,3.468731,20.77688
8.331561,0,3.366071,20.68498
8.403875,0,3.270894,20.59044
8.461259,97.91248,3.18249,20.49454
8.550843,93.41323,3.056753,20.39997
8.344803,90.51445,3.000074,20.30338
8.168693,88.35848,2.908335,20.20776
8.060998,86.65972,2.868783,20.11361
8.022057,85.88486,2.854919,20.06726
7.942946,84.55745,2.804046,19.97519
7.921453,33.29548,2.832345,19.88532
7.950815,32.90949,2.847366,19.79699
8.046197,32.36006,2.904519,19.71112
8.152645,32.02604,2.987916,19.62565
8.329799,31.56993,3.071442,19.54159
8.361856,31.08259,3.220875,19.46054
8.321885,30.60027,3.348675,19.39454
8.188312,30.07504,3.503376,19.35884
8.127303,29.82931,3.577303,19.34791
8.013088,29.3611,3.716648,19.37484
7.902816,28.87904,3.89248,19.4322
7.77211,28.664,4.062777,19.52927

