sensor-left,sensor-front,sensor-right,direction
sensor-left,sensor-front,sensor-right,direction
6.404593,0,15.64734,1.015167
6.369459,0,15.68052,0.6930847
6.338903,0,15.70986,0.3862305
6.312643,0,15.73556,0.08709717
6.290542,0,15.75768,0.1989237
6.269806,0,15.77895,0.4708452
6.252981,0,15.79673,0.7282799
6.239869,0,15.81114,0.9710563
6.230266,0,15.82231,1.199122
6.223976,0,15.83037,1.412494
6.220799,0,15.83545,1.611235
6.220544,0,15.83769,1.795453
6.220544,0,15.83769,1.795453
6.223005,0,15.83723,1.96495
6.227999,0,15.83423,2.120046
6.235338,0,15.82882,2.261057
6.244843,0,15.82115,2.388286
6.256342,0,15.81136,2.502036
6.269664,0,15.7996,2.602612
6.269664,0,15.7996,2.602612
6.284636,0,15.78601,2.690119
6.301101,0,15.77075,2.765001
6.318899,0,15.75395,2.827675
6.337886,0,15.73575,2.878539
6.357912,0,15.71631,2.91799
6.37884,0,15.69575,2.946429
6.37884,0,15.69575,2.946429
6.400533,0,15.67422,2.96415
6.422859,0,15.65185,2.971649
6.4457,0,15.62877,2.969393
6.468935,0,15.60511,2.95784
6.492455,0,15.58099,2.937448
6.492455,0,15.58099,2.937448
6.516147,0,15.55653,2.908627
6.539916,0,15.53184,2.871879
6.563663,0,15.50705,2.827693
6.587301,0,15.48224,2.776552
6.610747,0,15.45753,2.71894
6.633922,0,15.433,2.655341
6.633922,0,15.433,2.655341
6.656751,0,15.40875,2.586247
6.679173,0,15.38485,2.512145
6.701118,0,15.36139,2.433521
6.722538,0,15.33844,2.350857
6.743376,0,15.31605,2.264638
6.743376,0,15.31605,2.264638
6.763593,0,15.2943,2.175381
6.783144,0,15.27323,2.083547
6.801996,0,15.25288,1.989597
6.820118,0,15.2333,1.893993
6.837487,0,15.21453,1.797191
6.854081,0,15.19658,1.699645
6.854081,0,15.19658,1.699645
6.869885,0,15.17948,1.601864
6.884893,0,15.16325,1.504262
6.899097,0,15.14789,1.407256
6.912495,0,15.13342,1.311252
6.925092,0,15.11981,1.216658
6.925092,0,15.11981,1.216658
6.936893,0,15.10707,1.123936
6.947917,0,15.09519,1.033456
6.958176,0,15.08414,0.9455802
6.967694,0,15.07391,0.8606606
6.976493,0,15.06446,0.7790418
6.984602,0,15.05576,0.701058
6.984602,0,15.05576,0.701058
6.992054,0,15.04778,0.6270995
6.998889,0,15.04047,0.557404
7.005143,0,15.03379,0.4922733
7.010857,0,15.0277,0.4319963
7.016084,0,15.02213,0.3768469
7.016084,0,15.02213,0.3768469
7.020871,0,15.01703,0.3271446
7.025274,0,15.01234,0.283068
7.029347,0,15.00801,0.244847
7.033153,0,15.00397,0.2126758
7.036749,0,15.00014,0.186724
7.040201,0,14.99648,0.167145
7.040201,0,14.99648,0.167145
7.043579,0,14.99291,0.1541183
7.046951,0,14.98935,0.1478392
7.050386,0,14.98573,0.1483206
7.05396,0,14.98199,0.1556185
7.057742,0,14.97804,0.1698043
7.057742,0,14.97804,0.1698043
7.061809,0,14.97383,0.1909702
7.06624,0,14.96927,0.2193066
7.071113,0,14.96428,0.2547447
7.076505,0,14.9588,0.2972636
7.082494,0,14.95276,0.3468599
7.089159,0,14.94608,0.403532
7.089159,0,14.94608,0.403532
7.096578,0,14.93869,0.467268
7.104839,0,14.93051,0.5382138
7.114019,0,14.92148,0.6162134
7.124196,0,14.91154,0.7011528
7.135446,0,14.9006,0.7929364
7.135446,0,14.9006,0.7929364
7.147846,0,14.88861,0.8914492
7.161483,0,14.8755,0.9967543
7.17644,0,14.8612,1.108781
7.192791,0,14.84563,1.227379
7.210612,0,14.82876,1.352354
7.229968,0,14.81052,1.483502
7.229968,0,14.81052,1.483502
7.250922,0,14.79086,1.620579
7.273559,0,14.76971,1.763535
7.297941,0,14.74703,1.912222
7.324137,0,14.72277,2.066427
7.352201,0,14.69688,2.22592
7.352201,0,14.69688,2.22592
7.382185,0,14.66932,2.390421
7.41416,0,14.64004,2.55984
7.448186,0,14.60899,2.734004
7.484311,0,14.57613,2.912694
7.522576,0,14.54144,3.09567
7.562926,0,14.50497,3.282167
7.562926,0,14.50497,3.282167
7.605215,0,14.46686,3.471067
7.649712,0,14.42688,3.663548
7.69656,0,14.38489,3.859921
7.74586,0,14.34083,4.060223
7.797686,0,14.29463,4.264361
7.797686,0,14.29463,4.264361
7.852109,0,14.24623,4.472276
7.909187,0,14.19558,4.683814
7.968982,0,14.14263,4.898831
8.031548,0,14.08734,5.117209
8.096941,0,14.02966,5.338866
8.096941,0,14.02966,5.338866
8.165231,0,13.96956,5.564014
8.236477,0,13.90698,5.792592
8.310742,0,13.84188,6.024587
8.388089,0,13.77421,6.260038
8.468588,0,13.70393,6.499051
8.55231,0,13.63099,6.741783
8.55231,0,13.63099,6.741783
8.639358,0,13.55535,6.989028
8.729817,0,13.47695,7.240919
8.823782,0,13.39573,7.497663
8.921359,0,13.31165,7.759575
9.022655,0,13.22462,8.027051
9.022655,0,13.22462,8.027051
9.127831,0,13.13462,8.301492
9.237029,0,13.04155,8.5832
9.350405,0,12.94534,8.872617
9.468115,0,12.84591,9.170302
9.590335,0,12.74317,9.476689
9.717248,0,12.63702,9.792137
9.717248,0,12.63702,9.792137
9.849072,0,12.52738,10.11775
9.985975,0,12.41413,10.45297
10.12816,0,12.29716,10.79813
10.27584,0,12.17636,11.15354
10.42915,0,12.05168,11.51934
10.42915,0,12.05168,11.51934
10.58829,0,11.92311,11.89643
10.75343,0,11.79051,12.28421
10.92466,0,11.6539,12.68267
11.10103,0,11.51406,13.08879
11.28211,0,11.37125,13.49988
11.46836,0,11.22546,13.92007
11.46836,0,11.22546,13.92007
11.66139,0,11.07571,14.35438
11.86188,0,10.92148,14.80296
12.07039,0,10.76246,15.26658
12.28739,0,10.5984,15.74572
12.51337,0,10.42908,16.24076
12.51337,0,10.42908,16.24076
12.74888,0,10.25429,16.75294
12.99442,0,10.07379,17.28222
13.25049,0,9.887321,17.8286
13.51764,0,9.694613,18.39206
13.7964,0,9.495399,18.97251
14.52138,0,8.856107,20.80919
14.74282,0,8.628201,21.45124
14.74282,0,8.628201,21.45124
14.9619,0,8.393885,22.09961
15.17515,0,8.153658,22.75085
15.37784,0,7.907602,23.41399
15.58524,0,7.65362,24.09012
15.77813,0,7.390776,24.7782
15.97703,0,7.146743,25.4768
16.16469,0,6.911416,26.18447
16.16469,0,6.911416,26.18447
16.35276,0,6.667001,26.89952
16.53633,0,6.450016,27.62064
16.71235,0,6.223408,28.34658
16.89138,0,6.004952,29.07606
17.05397,0,5.796949,29.80784
17.2199,0,5.579156,30.54069
17.37553,0,5.389678,31.27341
17.52578,0,5.19138,32.00481
17.52578,0,5.19138,32.00481
17.67469,0,5.004634,32.73346
17.80776,0,4.82689,33.45834
17.94231,0,4.645328,34.17844
18.06334,0,4.489498,34.89272
18.17853,0,4.324584,35.60012
18.17853,0,4.324584,35.60012
18.29,0,4.183387,36.29937
18.38444,0,4.042444,36.98958
18.47894,0,3.913103,37.66987
