sensor-left,sensor-front,sensor-right,direction
sensor-left,sensor-front,sensor-right,direction
16.68765,0,5.443899,99.94547
16.7305,0,5.410113,98.75983
16.76631,0,5.374332,97.56409
16.76631,0,5.374332,97.56409
16.79922,0,5.358468,96.36066
16.82792,0,5.333499,95.15155
16.83916,0,5.319174,93.93405
16.84517,0,5.314356,92.71033
16.84539,0,5.30028,91.48236
16.83514,0,5.311431,90.24707
16.83514,0,5.311431,90.24707
16.80705,0,5.319898,89.00269
16.80713,0,5.321105,87.75159
16.838,0,5.322862,86.49579
16.85678,0,5.315077,85.23724
16.88496,0,5.297646,83.97446
16.89237,0,5.301681,82.70929
16.89237,0,5.301681,82.70929
16.90745,0,5.309469,81.44043
16.9138,0,5.307572,80.1698
16.91557,0,5.306925,78.89914
16.92121,0,5.329648,77.62701
16.90975,0,5.34264,76.35513
16.90975,0,5.34264,76.35513
16.90594,0,5.345837,75.08234
16.89052,0,5.375958,73.8103
16.87351,0,5.403043,72.54065
16.85834,0,5.420406,71.27469
16.82844,0,5.448418,70.01114
16.80583,0,5.489081,68.75134
16.77131,0,5.52,67.49414
16.73631,0,5.546866,66.24091
16.70268,0,5.600617,64.99283
16.6557,0,5.644633,63.74881
16.56455,0,5.737602,61.27628
16.46321,0,5.841828,58.83011
16.34755,0,5.970269,56.41141
16.27961,0,6.030586,55.21237
16.21539,0,6.089708,54.01971
16.14834,0,6.172642,52.83432
16.07121,0,6.246147,51.65692
16.00069,0,6.310325,50.48697
15.9218,0,6.402722,49.32516
15.84352,0,6.489932,48.17218
15.76207,0,6.567933,47.02753
15.67569,0,6.662224,45.89185
15.59212,0,6.764021,44.76563
15.4973,0,6.856708,43.64865
15.41204,0,6.953492,42.54138
15.22175,0,7.179338,40.35486
15.10865,0,7.27898,39.27655
15.01235,0,7.413492,38.20895
14.89828,0,7.539027,37.15207
14.79161,0,7.65586,36.10648
14.6771,0,7.795343,35.07233
14.55943,0,7.939728,34.05014
14.44503,0,8.075536,33.04041
14.31563,0,8.220758,32.04333
14.20153,0,8.386048,31.05945
14.0601,0,8.542871,30.08905
13.93311,0,8.694693,29.13257
13.79283,0,8.883291,28.19031
13.65215,0,9.063517,27.26276
13.51393,0,9.235712,26.35025
13.3587,0,9.437621,25.45319
13.21714,0,9.644043,24.5719
13.05296,0,9.842575,23.70673
12.73524,0,10.25322,22.02448
12.56122,0,10.45462,21.20795
12.39964,0,10.64903,20.40884
12.21449,0,10.83674,19.62738
12.03504,0,11.01801,18.86377
11.85613,0,11.1931,18.11816
11.65791,0,11.36224,17.39078
11.47091,0,11.52565,16.68176
11.25615,0,11.68351,15.99118
11.0284,0,11.83603,15.31915
