sensor-left,sensor-front,sensor-right,direction
sensor-left,sensor-front,sensor-right,direction
10.91327,0,11.13017,5.937034E-05
10.91305,0,11.12995,-0.001622216
10.91418,0,11.13117,0.01300129
10.91459,0,11.13156,0.01268581
10.91501,0,11.1319,0.002118448
10.91536,0,11.13229,0.003259736
10.9157,0,11.13261,-0.0002312437
10.91599,0,11.13291,-0.0007277378
10.91624,0,11.13318,-0.001188822
10.91647,0,11.13338,-0.004062166
10.9166,0,11.13362,0.004991461
10.9168,0,11.13371,-0.005584294
10.91688,0,11.13387,-0.003821447
10.91692,0,11.134,-0.002999916
10.91692,0,11.134,-0.002999916
10.91695,0,11.13411,0.002262836
10.91699,0,11.13416,0.0007570568
10.91703,0,11.13418,0.01132202
10.91704,0,11.1342,0.02572632
10.91699,0,11.13428,0.03335571
10.91689,0,11.13437,0.03146362
10.91684,0,11.1344,0.04180908
10.91684,0,11.1344,0.04180908
10.91675,0,11.13447,0.04806519
10.91666,0,11.13454,0.05493164
10.91649,0,11.13468,0.05303955
10.9164,0,11.13474,0.06570435
10.91627,0,11.13483,0.0713501
10.9161,0,11.13498,0.07281494
10.9161,0,11.13498,0.07281494
10.91597,0,11.13508,0.07937622
10.91585,0,11.13519,0.0947876
10.91571,0,11.13531,0.1073303
10.91549,0,11.13551,0.1115417
10.91529,0,11.1357,0.1198425
10.91529,0,11.1357,0.1198425
10.9151,0,11.13588,0.1304321
10.91489,0,11.13609,0.1383362
10.91467,0,11.13631,0.1479797
10.91444,0,11.13654,0.1627197
10.91416,0,11.13682,0.1716919
10.91387,0,11.13711,0.1778259
10.91387,0,11.13711,0.1778259
10.9136,0,11.13739,0.1903076
10.91328,0,11.13771,0.2001648
10.91297,0,11.13803,0.2142944
10.91262,0,11.13839,0.2261963
10.91228,0,11.13875,0.2416687
10.91228,0,11.13875,0.2416687
10.91186,0,11.13917,0.2483826
10.91141,0,11.13962,0.250824
10.91104,0,11.14,0.2636108
10.91066,0,11.14041,0.2819824
10.91022,0,11.14086,0.2949829
10.90977,0,11.14135,0.3130493
10.90926,0,11.14187,0.3268433
10.90873,0,11.14242,0.337616
10.90819,0,11.14299,0.3538818
10.90819,0,11.14299,0.3538818
10.90768,0,11.14355,0.3797607
10.9066,0,11.14477,0.4419556
10.9066,0,11.14477,0.4419556
